,rowlabels,collabels,s0,s1,c0,c1,a0,a1,num0,num1,numTot,date
403,B08_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,6.4086345051727935,8.08121802285192,-0.010269954825618417,2.5712658620976625,-0.8652595697368781,26.187377443077672,109.92857142857143,115.18181818181819,779.28,2022-04-06
404,B09_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.526100312209637,11.938148507148293,0.3251641374309657,1.0757843330658428,2.609296146368706,4.32498360082559,105.28571428571429,99.18181818181819,420.98,2022-04-06
405,B10_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,8.468431591140009,9.138350654124707,-0.20624146729972856,2.206920284455529,-7.216770910001884,20.31573030514079,87.71428571428571,83.45454545454545,972.02,2022-04-06
406,B11_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,6.3180029828715725,7.086771435472245,0.25683252990407945,1.6542059054328784,-14.16877283700623,11.521052362909899,87.42857142857143,75.60606060606061,584.98,2022-04-06
407,B12_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.622098233230602,9.543320568931883,-0.060884012172157484,0.7615648244117474,3.0277278996451287,-1.7764667067459925,109.85714285714286,104.51515151515152,493.9,2022-04-06
408,C01_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,8.401430339424111,9.48046750595905,0.23287217219804685,2.199345609542315,0.917239359690214,17.724036943302323,145.21428571428572,126.9090909090909,950.78,2022-04-06
409,C02_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.060359200733902,10.287565662093982,-0.0434329476817694,1.8382279991814818,-3.2439073806347096,9.492979604194502,179.85714285714286,148.6969696969697,737.32,2022-04-06
410,C03_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.60851656451983,12.676665133740942,0.46346978813839457,2.127695862720096,4.74885420115686,13.80138942225254,115.0,97.27272727272727,447.66,2022-04-06
411,C04_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,8.562809782564546,9.843543082238897,0.8847595344823797,2.259776613582731,4.395628210876097,17.090903619328813,154.14285714285714,163.57575757575756,1008.44,2022-04-06
412,C05_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.214303489260297,11.110177291452132,-0.0023904215879126966,2.5709386573164448,0.9350006198322802,16.84585825399526,181.85714285714286,170.63636363636363,821.06,2022-04-06
