,E_field,cell,celltype,concentration,date,fMLP,frame,framerate,magnification,material,scope,trial,x,x_corr,y,y_corr,z
0,5.0,0.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,263.16587214276984,0.0,119.20792079207921,0.0,2.994123306950274
1,5.0,1.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,430.56958757100205,0.0,169.56511977728385,0.0,5.73357604356284
2,5.0,2.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,354.90596678715485,0.0,244.64351197024465,0.0,13.392795700724605
3,5.0,3.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,119.87580336981065,0.0,272.9503213479243,0.0,7.74063761753787
4,5.0,4.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,498.4615384615385,0.0,328.8042650418888,0.0,19.16520483608532
5,5.0,5.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,237.27508963520938,0.0,343.1312566472594,0.0,10.426025852863516
6,5.0,6.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,390.00319386777386,0.0,350.94219099329285,0.0,13.15681486719888
7,5.0,7.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,381.2247891455812,0.0,390.7884121745508,0.0,0.49408243830712184
8,5.0,8.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,435.12651265126516,0.0,395.57755775577556,0.0,11.077284453479985
9,5.0,9.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,602.517777550951,0.0,444.2448368548195,0.0,2.289923945776323
10,5.0,10.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,243.30651815181517,0.0,445.8539603960396,0.0,12.073707753317082
11,5.0,11.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,571.2987769365171,0.0,487.10541642399534,0.0,1.8769581626356953
12,5.0,12.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,6.9480632273753695,0.0,488.4227896473858,0.0,2.7748944346388438
13,5.0,13.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,147.3779616767647,0.0,494.93719521205855,0.0,8.875046381160377
14,5.0,14.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,87.88740943059823,0.0,494.5791130837222,0.0,1.3689976976372735
15,5.0,15.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,115.15441399212386,0.0,496.88621036016644,0.0,7.685956998184599
16,5.0,16.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,263.8189533239038,0.0,514.4365865157945,0.0,8.868014003532423
17,5.0,17.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,612.0713766291883,0.0,553.8065670973876,0.0,0.0
18,5.0,18.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,2.0,97.98522709413798,0.0,570.2655979883702,0.0,6.050324673531014
