,cell,celltype,frame,Vx ($\mu$m/sec),Vy ($\mu$m/sec),Vz ($\mu$m/sec),speed ($\mu$m/sec),trial,date,position,concentration,material,persistence,activity ($\mu$m/sec)
46,1.0,HL-60KW_SC575_sgFMNL1,46.0,-0.09970881770044476,0.1767430072784047,-0.1092030939894471,0.2304457738512528,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.149104435149276,0.06790695605195277
47,1.0,HL-60KW_SC575_sgFMNL1,47.0,0.004571046534469284,0.025054095671391014,-0.011008098311500802,0.02774491673743434,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.1484788794223141,0.06683659519895066
48,1.0,HL-60KW_SC575_sgFMNL1,48.0,-0.014674964256698786,-2.0633543970423793e-05,-0.031506376298201626,0.03475639148591817,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.1476982520221976,0.0667500234056249
49,1.0,HL-60KW_SC575_sgFMNL1,49.0,0.09430366460692123,-0.012358338534650671,0.009260751544167079,0.09555977819561173,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.14773882079820494,0.0663808209134499
50,1.0,HL-60KW_SC575_sgFMNL1,50.0,-0.021557046147748338,-0.08598138344159736,0.0688100688953032,0.1122155520350166,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.14746723556710978,0.06586237604955503
51,1.0,HL-60KW_SC575_sgFMNL1,51.0,-0.007602170786363634,-0.010053204218201965,-0.006405405402270503,0.014138215378376106,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.14637674000275558,0.0670299517976589
52,1.0,HL-60KW_SC575_sgFMNL1,52.0,0.19118828399048007,0.0018989034316263087,-0.019017838052293356,0.19214120831734757,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.14879065519483292,0.06499848055315999
53,1.0,HL-60KW_SC575_sgFMNL1,53.0,0.053889680086294335,0.0072599782756772886,0.013360905568173228,0.0559939166514372,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.1478403514981195,0.06461699807438524
54,1.0,HL-60KW_SC575_sgFMNL1,54.0,0.07196621843779856,0.09345304348684683,-0.05217960175764477,0.1289779778597022,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.14507294922978137,0.0637295033039694
55,1.0,HL-60KW_SC575_sgFMNL1,55.0,0.04682958868579305,0.019308454160990134,0.0018827220583913136,0.0506889674477274,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.13065778930510008,0.06365920497508343
56,1.0,HL-60KW_SC575_sgFMNL1,56.0,-0.10439723338949136,0.00785481054340759,-0.029958088778164617,0.108894294943735,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.1322243288664503,0.06343710697278994
57,1.0,HL-60KW_SC575_sgFMNL1,57.0,-0.029195316514886827,-0.04421367837842685,-0.034828977394300506,0.06340562694657383,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.04701288382928829,0.06596707775828818
58,2.0,HL-60KW_SC575_sgFMNL1,0.0,-0.05734385263308089,0.09770805362317342,0.020545097652304337,0.11514027190855575,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.7001073984177646,0.05590518180958861
59,2.0,HL-60KW_SC575_sgFMNL1,1.0,-0.09591812319611108,0.1448879288867379,0.013370884492381071,0.17427443543635815,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5710322724208678,0.059428836036205426
60,2.0,HL-60KW_SC575_sgFMNL1,2.0,0.043444825374079225,0.13431417286196373,-0.04333851837420634,0.1476684700884015,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5700468626342159,0.05787696623064135
61,2.0,HL-60KW_SC575_sgFMNL1,3.0,0.1197287078116555,0.03924018152364918,0.040558494440262056,0.13236218036704625,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.565128508170816,0.052360178648747965
62,2.0,HL-60KW_SC575_sgFMNL1,4.0,0.080470566164369,0.025010899733486268,0.019169480130438288,0.08642063464684728,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5621796489148184,0.051881830693894175
63,2.0,HL-60KW_SC575_sgFMNL1,5.0,-0.007612126168335938,0.017973710934305605,0.052266627794165466,0.055792464818526094,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.56266599802807,0.05086841467683678
64,2.0,HL-60KW_SC575_sgFMNL1,6.0,0.0057269830220946,-0.0016913479981435367,0.044408084330346397,0.044807777745357345,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5613388194303521,0.050984434980004774
65,2.0,HL-60KW_SC575_sgFMNL1,7.0,0.007670698467351637,-0.002498500893569163,0.015575972446728295,0.017541181241679128,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5623253372440126,0.05448565112653453
66,2.0,HL-60KW_SC575_sgFMNL1,8.0,-0.04773781791806565,-0.09853870177094563,0.040416473264957516,0.11671446490242235,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5640472879204157,0.055120392739216144
67,2.0,HL-60KW_SC575_sgFMNL1,9.0,0.07040822923758393,-0.1533941193695275,0.09255987530517788,0.19249520803914857,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5641561797610615,0.05371657652880438
68,2.0,HL-60KW_SC575_sgFMNL1,10.0,0.05666039248366512,-0.1345936718315419,0.09277386002581298,0.1730111143180949,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5557287773084131,0.05348942119635859
69,2.0,HL-60KW_SC575_sgFMNL1,11.0,0.12230971588381673,-0.07364927709577244,0.011009088740707421,0.1431959589206714,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5315140308826921,0.05226102370495038
70,2.0,HL-60KW_SC575_sgFMNL1,12.0,-0.04841027364670746,-0.017030471137374548,-0.011875739640135425,0.052674706773842894,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5315268215218036,0.05077177649146949
71,2.0,HL-60KW_SC575_sgFMNL1,13.0,-0.00774377501663821,0.006191147111045344,0.026027121773040562,0.02785152458749067,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5347716075484413,0.050341722533954705
72,2.0,HL-60KW_SC575_sgFMNL1,14.0,-0.027864905221069117,0.08753532616901225,-0.03479865254215753,0.09823356091094496,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5364243861050517,0.049253842130288626
73,2.0,HL-60KW_SC575_sgFMNL1,15.0,-0.031881059367441365,0.08043997982420402,0.0018420279857695712,0.08654701247073193,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5346202264234959,0.04886501395533238
74,2.0,HL-60KW_SC575_sgFMNL1,16.0,-0.037335742699466816,0.017284255877116076,0.09867980577207831,0.10691308269506362,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5314237166199749,0.047667611407043536
75,2.0,HL-60KW_SC575_sgFMNL1,17.0,0.0014655871226068485,-0.028123676600606492,0.022838845023218705,0.03625881924641306,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5276669247706084,0.046926937005622046
76,2.0,HL-60KW_SC575_sgFMNL1,18.0,-0.0032955441619776592,0.0008836348109970989,-0.00428126362611998,0.005474544733499664,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5299038257346772,0.047345305454052355
77,2.0,HL-60KW_SC575_sgFMNL1,19.0,0.03756859915598056,-0.003289931828556784,0.011356316588437684,0.03938513958888707,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5332508369282661,0.048406840769165474
78,2.0,HL-60KW_SC575_sgFMNL1,20.0,0.0874837492052393,-0.06108936423569797,0.06001052878983965,0.12241968944317395,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5325269596219954,0.048555520490645175
79,2.0,HL-60KW_SC575_sgFMNL1,21.0,0.012473239285022449,0.02065737859897799,0.020804900967196005,0.03186146407649489,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5334261688531704,0.049061021220457156
80,2.0,HL-60KW_SC575_sgFMNL1,22.0,-0.017865221820435786,0.008864710883844868,0.07864704242584004,0.08113634532119017,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5340290900484158,0.049717900834611584
81,2.0,HL-60KW_SC575_sgFMNL1,23.0,-0.0050638326645753295,0.03445963300910933,0.053508269340638036,0.06384546652823192,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5338669767077275,0.05117742780742773
82,2.0,HL-60KW_SC575_sgFMNL1,24.0,-0.07609274958712907,0.03857785515295452,0.002650857113271362,0.08535446380457704,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5344572430930105,0.052842511652829986
83,2.0,HL-60KW_SC575_sgFMNL1,25.0,-0.14435269011179344,0.01423130320025526,-0.07476137505797974,0.1631854538059351,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5329919801583488,0.053139789164633806
84,2.0,HL-60KW_SC575_sgFMNL1,26.0,-0.06409354754144564,0.011953093820413112,0.014342230342807957,0.06675746295009503,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5249149341443945,0.05409264566955258
85,2.0,HL-60KW_SC575_sgFMNL1,27.0,0.04684724616292139,-0.03871302517015304,-0.00485575745470328,0.06096672183522058,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5359242245422606,0.055649133941751555
86,2.0,HL-60KW_SC575_sgFMNL1,28.0,0.016105790172556075,-0.1606454247242193,0.01810762622629601,0.16246302683828853,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5364958936760174,0.055291579781394956
87,2.0,HL-60KW_SC575_sgFMNL1,29.0,0.06650646790422457,-0.04697375783492059,0.05732667743735552,0.09957907483119142,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.5797256457331837,0.05476349311734377
88,2.0,HL-60KW_SC575_sgFMNL1,30.0,0.0774371036883243,-0.08826107736422557,0.06836499310220152,0.13586866852587526,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.05531606669803048,0.03780809029218185
89,2.0,HL-60KW_SC575_sgFMNL1,31.0,-0.02816894089935431,0.012878110990368442,-0.02299741803465333,0.038577405438056135,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.010956135052977115,0.03826757106958807
90,2.0,HL-60KW_SC575_sgFMNL1,32.0,-0.03344936524279471,0.03713917504838804,-0.035236015114951155,0.06115353726156614,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.39384489938813105,0.02822036665627684
91,2.0,HL-60KW_SC575_sgFMNL1,33.0,0.03072423622263045,-0.03881550116794064,0.0406594034500029,0.06406097807005842,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.381133078028176,0.02842627008620903
92,2.0,HL-60KW_SC575_sgFMNL1,34.0,-0.008029962585396788,0.029633874504392567,-0.03168950868674898,0.044123369976379855,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.2774852060555622,0.03528789633458282
93,2.0,HL-60KW_SC575_sgFMNL1,35.0,0.041637922779441776,-0.0006671816570715805,-0.03364471684217231,0.05353623741112409,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.28334927010243754,0.03420544812437609
94,2.0,HL-60KW_SC575_sgFMNL1,36.0,-0.029973039482477284,-0.0014593499720263025,0.0037566929944809146,0.03024277666507785,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.02799186185017105,0.09900139857829159
95,2.0,HL-60KW_SC575_sgFMNL1,37.0,0.10012514281449778,-0.1515867949135199,0.019700736243165314,0.1827340133207277,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.0006231255646671316,0.0702547172645318
96,2.0,HL-60KW_SC575_sgFMNL1,38.0,-0.034963553445665714,-0.009171358201411314,-0.005476057972425726,0.036558871587124855,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.008550489933840333,0.06876237038091293
97,2.0,HL-60KW_SC575_sgFMNL1,39.0,-0.022569813004764683,0.010091190381372428,0.01125278679371912,0.027163464304246022,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.01562284286691888,0.07767454663890089
98,2.0,HL-60KW_SC575_sgFMNL1,40.0,-0.14617908987764092,-0.03660847768370085,-0.11105852267526543,0.18719642735529407,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.020793875553530627,0.0759318846980915
99,2.0,HL-60KW_SC575_sgFMNL1,41.0,-0.10914865996225748,-0.13058838747776821,0.04401429721988943,0.17579537899319483,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.013181613686148964,0.07338556589605735
100,2.0,HL-60KW_SC575_sgFMNL1,42.0,-0.0022123050470838736,-0.025436062991780754,0.01600594076890308,0.030134328166408902,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.010424482370907298,0.07363629265404054
101,2.0,HL-60KW_SC575_sgFMNL1,43.0,-0.03662561636092316,-0.09964956930426042,0.11405129465921722,0.15581774690254546,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.00507337292809052,0.07311159489432667
102,2.0,HL-60KW_SC575_sgFMNL1,44.0,0.0455789550483189,0.05483310239661089,0.05417806385522468,0.089550951222389,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.015246120397640315,0.07772055901753325
103,2.0,HL-60KW_SC575_sgFMNL1,45.0,-0.012945707636388686,-0.2210419768080745,-0.020035641319761054,0.2223253781746976,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.009981179096740574,0.06853345324336407
104,2.0,HL-60KW_SC575_sgFMNL1,46.0,0.04525633802536504,0.0488116034506182,0.05723044588399375,0.08778401163632955,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.006555371762794044,0.0664670289709396
105,2.0,HL-60KW_SC575_sgFMNL1,47.0,0.012121599557226167,-0.04637264303558861,-0.01649206659276743,0.050688691622808195,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.004944146145935336,0.06552821641507516
106,2.0,HL-60KW_SC575_sgFMNL1,48.0,0.07194442992898568,0.002973341562166354,0.04128492710302467,0.08300172867931184,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.004187232013521392,0.06476336772172699
107,2.0,HL-60KW_SC575_sgFMNL1,49.0,-0.01015769280704338,-0.014248370426968412,-0.030778292249921197,0.035404774491697134,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.0004397838381816673,0.06477066730595071
108,2.0,HL-60KW_SC575_sgFMNL1,50.0,-0.02004407719810691,-0.06518864470844363,-0.045873902018873265,0.08219330456968225,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,-0.0005050792025612393,0.06548199340267277
109,2.0,HL-60KW_SC575_sgFMNL1,51.0,-0.1315282108499294,0.0892926365936546,-0.01683972550280804,0.15986375935226807,2.0,20220428.0,0.0,0.75mgml,HL-60KW_SC575_sgFMNL1,0.005001285487850329,0.06371135307028941
