,cell,celltype,frame,Vx ($\mu$m/sec),Vy ($\mu$m/sec),Vz ($\mu$m/sec),speed ($\mu$m/sec),trial,date,position,concentration,material,persistence,activity ($\mu$m/sec)
0,1.0,HL-60KW_SC575_sgCORO1A,0.0,-0.11343322080233899,-0.07138542109962695,0.06507080546862287,0.14898719291099694,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.16922584861169473,0.02320504175712394
1,1.0,HL-60KW_SC575_sgCORO1A,1.0,-0.03509481393429562,-0.005571401910674467,0.009191955284361342,0.036703930665295176,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.12753303853978856,0.022520386207613725
2,1.0,HL-60KW_SC575_sgCORO1A,2.0,0.021271372381968946,0.019349022705070714,-0.011154186091687576,0.03084269492151634,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.12919323061165813,0.022489662524116733
3,1.0,HL-60KW_SC575_sgCORO1A,3.0,0.010278265184417042,-0.010955740809387748,0.01474275869872752,0.0210480385293402,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.268328610673866,0.12423854364797605
4,1.0,HL-60KW_SC575_sgCORO1A,4.0,0.20173420407633433,-0.08115248001534307,0.03544311442504503,0.22031483941645782,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.3502222042453958,0.07581353256429264
5,1.0,HL-60KW_SC575_sgCORO1A,5.0,0.011672346521453391,-0.03415766041539996,0.047548880516352136,0.059698287050207716,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.3589602210593301,0.07300718664881865
6,1.0,HL-60KW_SC575_sgCORO1A,6.0,-0.012100961011694267,-0.009041313817946654,0.06467840438880555,0.06641893259638398,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.3610135500628956,0.07371943580948967
7,1.0,HL-60KW_SC575_sgCORO1A,7.0,-0.09552440530947783,0.06457838966666903,0.05511747927134891,0.12780147472896045,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.3608834306002191,0.07395391818615632
8,1.0,HL-60KW_SC575_sgCORO1A,8.0,-0.0534774875511791,-0.12065794967226205,0.06027554310535379,0.14509074260801755,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.36262567351787733,0.07371622207951958
9,1.0,HL-60KW_SC575_sgCORO1A,9.0,-0.11798734699841967,-0.06651980926703516,0.060851373029818134,0.14848834525397037,2.0,20220427.0,0.0,0.75mgml,HL-60KW_SC575_sgCORO1A,0.36208575153058503,0.07371552068485443
