,cell,celltype,frame,Vx ($\mu$m/sec),Vy ($\mu$m/sec),Vz ($\mu$m/sec),speed ($\mu$m/sec),trial,date,position,concentration,material,persistence,activity ($\mu$m/sec)
0,0.0,HL-60KW_SC575_sgITGB2,0.0,0.011745642354348244,-0.03397309195137457,-0.011747510379316702,0.03781712695545452,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.623290468039619,0.06763381672860883
1,0.0,HL-60KW_SC575_sgITGB2,1.0,0.10683588767360751,-0.040062450615964924,-0.036083147718297945,0.11966996445902714,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.65448928487904,0.06438351295764416
2,0.0,HL-60KW_SC575_sgITGB2,2.0,0.12345620081214008,-0.07586457285520444,-0.04845530169930594,0.15278999704247934,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.6423286699225152,0.06619628870384547
3,0.0,HL-60KW_SC575_sgITGB2,3.0,0.22057851085182373,-0.0390654413968818,0.04158508375554038,0.2278383360018604,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5749664186288558,0.06392848930219648
4,0.0,HL-60KW_SC575_sgITGB2,4.0,0.05634085524590944,-0.04707045291990492,-0.015549643717226669,0.07504472618151255,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.574600171773917,0.06346335825826276
5,0.0,HL-60KW_SC575_sgITGB2,5.0,0.12175713560266009,0.02400051950517413,0.022178104480047266,0.12606622594894595,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5726583352792619,0.06298037579118719
6,0.0,HL-60KW_SC575_sgITGB2,6.0,-0.0028771380793746935,0.027639196430661647,-0.010104288192637867,0.02956856003833072,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5729438452806459,0.06289363770669704
7,0.0,HL-60KW_SC575_sgITGB2,7.0,0.06549980828511272,0.06377598599967627,-0.023386565747629852,0.0943638316998925,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5724836505423511,0.06312770569046823
8,0.0,HL-60KW_SC575_sgITGB2,8.0,0.1416953167382398,-0.07658835567092268,-0.002235000080444675,0.16108486656196305,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5726690098469708,0.062393275330626184
9,0.0,HL-60KW_SC575_sgITGB2,9.0,0.049509380347720365,-0.009430537224776476,0.024686377620517744,0.05612068259372772,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5748837295892781,0.06226861302779693
10,0.0,HL-60KW_SC575_sgITGB2,10.0,0.09176353006686402,0.00800662222534072,0.023775250255743934,0.09513103581121582,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5745749307638454,0.06334237923712573
11,0.0,HL-60KW_SC575_sgITGB2,11.0,0.21231779779118937,0.08265161266715637,0.08857526428663307,0.24444981852893433,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5696632526390044,0.06115806568085456
12,0.0,HL-60KW_SC575_sgITGB2,12.0,0.029909576342183185,0.007545576789143619,0.037971387892834677,0.048921823193313826,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5720517674627078,0.05992058135763499
13,0.0,HL-60KW_SC575_sgITGB2,13.0,0.039905843242933274,0.08154552304316999,0.05509296036589261,0.10619502311874858,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5730675960316348,0.05883209336675273
14,0.0,HL-60KW_SC575_sgITGB2,14.0,0.03303372658428998,0.04589518574254138,0.09884677977144461,0.1138783607081366,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5728834316761103,0.05815356513189336
15,0.0,HL-60KW_SC575_sgITGB2,15.0,0.012007271681652772,0.11378169006955356,-0.031654529126945025,0.11871165394589352,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5742101257816459,0.05691395361516048
16,0.0,HL-60KW_SC575_sgITGB2,16.0,0.022748799667431284,0.07455857847778115,0.043758133664098864,0.08939386876459433,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5750705633945957,0.05608624837485254
17,0.0,HL-60KW_SC575_sgITGB2,17.0,-0.011703916679108299,0.0240281987386183,-0.014575625102653925,0.030443141220760427,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5769593666972199,0.0557905670962962
18,0.0,HL-60KW_SC575_sgITGB2,18.0,-0.10077985438177753,-0.0003338117706652118,0.026297704205915907,0.10415497936254592,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5790487540479687,0.05535061888143031
19,0.0,HL-60KW_SC575_sgITGB2,19.0,-0.17559918804344743,-0.03681250333910858,0.04187638883061121,0.1842386148045584,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5776297723264516,0.05433081167605261
20,0.0,HL-60KW_SC575_sgITGB2,20.0,-0.025422543539505682,-0.08795555097481676,-7.561093957407413e-05,0.09155594128354443,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5855436223632469,0.05261382177148641
21,0.0,HL-60KW_SC575_sgITGB2,21.0,-0.07385025476339042,-0.09463016673412407,0.03216451070545663,0.12427101163854436,1.0,20220216.0,0.0,0.75mgml,HL-60KW_SC575_sgITGB2,0.5864242206379265,0.05131391936434369
