,cell,frame,x,y,celltype,position,aqctime
0,0.0,0.0,380.939743458882,1.9870028239937396,sgCtrl1,0,30sec
1,1.0,0.0,468.6931851079845,1.9165074402177058,sgCtrl1,0,30sec
2,2.0,0.0,611.2058898197512,13.53135313531353,sgCtrl1,0,30sec
3,3.0,0.0,428.25132137273874,67.2895109059778,sgCtrl1,0,30sec
4,4.0,0.0,238.22445736637155,69.48853615520282,sgCtrl1,0,30sec
5,5.0,0.0,390.1161100566015,72.23447733374374,sgCtrl1,0,30sec
6,6.0,0.0,462.3596437856076,74.96727326363921,sgCtrl1,0,30sec
7,7.0,0.0,588.4392588636457,108.82050860687728,sgCtrl1,0,30sec
8,8.0,0.0,139.51541495612977,124.1380235584534,sgCtrl1,0,30sec
9,9.0,0.0,49.71021492393142,122.87692183852532,sgCtrl1,0,30sec
10,10.0,0.0,656.3940838528297,131.04673430305994,sgCtrl1,0,30sec
11,11.0,0.0,201.00316962389306,151.10936836257883,sgCtrl1,0,30sec
12,12.0,0.0,357.13386367538493,191.49926553348973,sgCtrl1,0,30sec
13,13.0,0.0,178.27623470311633,197.2575133619557,sgCtrl1,0,30sec
14,14.0,0.0,28.996853173689463,218.68140302402333,sgCtrl1,0,30sec
15,15.0,0.0,353.66984551215853,237.01229018607384,sgCtrl1,0,30sec
16,16.0,0.0,380.9334194288994,274.0242502511121,sgCtrl1,0,30sec
17,17.0,0.0,133.60930920678274,328.18652554910665,sgCtrl1,0,30sec
18,18.0,0.0,235.77501817978407,360.19186664429157,sgCtrl1,0,30sec
19,19.0,0.0,63.53135313531353,365.46685918591857,sgCtrl1,0,30sec
20,20.0,0.0,502.5129284582002,411.7278656999558,sgCtrl1,0,30sec
21,21.0,0.0,555.9152740670893,440.31292018090693,sgCtrl1,0,30sec
22,22.0,0.0,665.6137808902841,440.6343073331723,sgCtrl1,0,30sec
23,23.0,0.0,506.96765676567657,443.10231023102307,sgCtrl1,0,30sec
24,24.0,0.0,65.01925958612574,453.1178466036019,sgCtrl1,0,30sec
25,25.0,0.0,388.13267881409985,462.0600715533738,sgCtrl1,0,30sec
26,26.0,0.0,162.66835194157713,469.379959272523,sgCtrl1,0,30sec
27,27.0,0.0,376.25621717101285,476.908535924015,sgCtrl1,0,30sec
28,28.0,0.0,670.9971575192201,496.1407123371296,sgCtrl1,0,30sec
29,29.0,0.0,330.4121901551857,504.63684666338975,sgCtrl1,0,30sec
30,30.0,0.0,586.8612124370331,510.7208615598402,sgCtrl1,0,30sec
31,31.0,0.0,78.11141769914697,516.8893938574186,sgCtrl1,0,30sec
32,32.0,0.0,654.8421508817548,523.5923592359236,sgCtrl1,0,30sec
33,33.0,0.0,288.72564675822423,528.798041094432,sgCtrl1,0,30sec
34,34.0,0.0,430.8924293444573,559.9303077515873,sgCtrl1,0,30sec
