,E_field,cell,celltype,concentration,date,fMLP,frame,framerate,magnification,material,scope,trial,x,x_corr_x,y,y_corr_x,z,x_corr_y,y_corr_y
0,5.0,0.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,51.96919691969197,0.0,54.29165138736096,0.0,4.979328937721271,0.0,0.0
1,5.0,1.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,550.8872626393074,0.0,71.3062610608887,0.0,1.6034250522921107,0.0,0.0
2,5.0,2.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,211.29446277961128,0.0,82.41919430038242,0.0,2.9630723653329074,0.0,0.0
3,5.0,3.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,411.34113411341133,0.0,93.56935693569356,0.0,9.362947055444993,0.0,0.0
4,5.0,4.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,14.729053550516342,0.0,133.4717342702012,0.0,3.0774619274248893,0.0,0.0
5,5.0,5.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,456.27534181989625,0.0,243.32861857614336,0.0,9.153711737768136,0.0,0.0
6,5.0,6.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,652.5089243618239,0.0,345.140432410588,0.0,7.3886923204187225,0.0,0.0
7,5.0,7.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,550.6600660066007,0.0,372.85837279380115,0.0,2.2412143122973043,0.0,0.0
8,5.0,8.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,438.16831683168317,0.0,507.19471947194717,0.0,1.1986028370308686,0.0,0.0
9,5.0,9.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,491.4323432343234,0.0,537.0138613861386,0.0,7.163380327950901,0.0,0.0
10,5.0,10.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,580.6807546426285,0.0,586.4834244618492,0.0,8.37081381991694,0.0,0.0
11,5.0,11.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,659.9495243642011,0.0,56.198796350223255,0.0,8.501425989487473,0.0,0.0
12,5.0,12.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,183.63731109953102,0.0,131.101268021539,0.0,13.198293273831004,0.0,0.0
13,5.0,13.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,358.8538853885388,0.0,306.5886588658866,0.0,13.879854408690925,0.0,0.0
14,5.0,14.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,565.1621044457387,0.0,36.86662783925451,0.0,19.60105033032649,0.0,0.0
15,5.0,15.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,85.43989534088544,0.0,19.153807272619154,0.0,27.40219840404322,0.0,0.0
16,5.0,16.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,394.5171936548494,0.0,148.3445118705419,0.0,32.07143062289654,0.0,0.0
17,5.0,17.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,3,270.02839818865607,0.0,181.30324660373014,0.0,31.89660332003622,0.0,0.0
