,cell,frame,x,y,celltype,position,aqctime
0,0.0,0.0,162.34499189563925,3.335481477141797,sgLAMTOR1,0,30sec
1,1.0,0.0,17.861960109054383,23.584445401061846,sgLAMTOR1,0,30sec
2,2.0,0.0,377.18242412476536,34.93604262387023,sgLAMTOR1,0,30sec
3,3.0,0.0,162.85102194429967,74.64535927276938,sgLAMTOR1,0,30sec
4,4.0,0.0,404.6697615819673,86.23036577516673,sgLAMTOR1,0,30sec
5,5.0,0.0,294.13798522709413,91.25453898773335,sgLAMTOR1,0,30sec
6,6.0,0.0,97.74905634276003,96.8241734353076,sgLAMTOR1,0,30sec
7,7.0,0.0,387.52228163992874,98.74869839925168,sgLAMTOR1,0,30sec
8,8.0,0.0,224.64246424642462,125.01650165016503,sgLAMTOR1,0,30sec
9,9.0,0.0,132.20675451003746,135.24405072086157,sgLAMTOR1,0,30sec
10,10.0,0.0,617.1265647274787,197.69562755092076,sgLAMTOR1,0,30sec
11,11.0,0.0,517.1346239101522,203.00724102260972,sgLAMTOR1,0,30sec
12,12.0,0.0,175.48039067866176,202.62686167093867,sgLAMTOR1,0,30sec
13,13.0,0.0,262.7877602575072,207.99956538863762,sgLAMTOR1,0,30sec
14,14.0,0.0,253.70340312719796,232.38922252881025,sgLAMTOR1,0,30sec
15,15.0,0.0,287.46063177746345,235.4172560113154,sgLAMTOR1,0,30sec
16,16.0,0.0,637.0993766043271,245.6142280894756,sgLAMTOR1,0,30sec
17,17.0,0.0,625.9235600979453,250.82774406472905,sgLAMTOR1,0,30sec
18,18.0,0.0,548.880859649946,262.90960849639464,sgLAMTOR1,0,30sec
19,19.0,0.0,606.3651178395849,271.49254344521586,sgLAMTOR1,0,30sec
20,20.0,0.0,77.97687744234547,280.3701229018607,sgLAMTOR1,0,30sec
21,21.0,0.0,513.7698643813961,292.19291677066866,sgLAMTOR1,0,30sec
22,22.0,0.0,673.7600520615441,294.3429554223028,sgLAMTOR1,0,30sec
23,23.0,0.0,147.37267844431503,322.81434025755516,sgLAMTOR1,0,30sec
24,24.0,0.0,581.8447469746974,359.0552805280528,sgLAMTOR1,0,30sec
25,25.0,0.0,599.538627332121,364.20488987674275,sgLAMTOR1,0,30sec
26,26.0,0.0,54.782827680358395,377.47027714819677,sgLAMTOR1,0,30sec
27,27.0,0.0,97.13971397139713,389.94286525426736,sgLAMTOR1,0,30sec
28,28.0,0.0,659.2642315078965,393.4291734258171,sgLAMTOR1,0,30sec
29,29.0,0.0,578.0265877054995,399.2319792726936,sgLAMTOR1,0,30sec
30,30.0,0.0,37.69041399253932,415.40082346996917,sgLAMTOR1,0,30sec
31,31.0,0.0,124.47421212709507,423.85297353264735,sgLAMTOR1,0,30sec
32,32.0,0.0,163.4827482748275,433.4857485748575,sgLAMTOR1,0,30sec
33,33.0,0.0,439.68934206853527,435.34472850270106,sgLAMTOR1,0,30sec
34,34.0,0.0,670.057967335195,456.22196835068127,sgLAMTOR1,0,30sec
35,35.0,0.0,127.00947514106248,462.0580337603653,sgLAMTOR1,0,30sec
36,36.0,0.0,470.55570421907055,467.980852139268,sgLAMTOR1,0,30sec
37,37.0,0.0,237.16843906612883,477.5455323310109,sgLAMTOR1,0,30sec
38,38.0,0.0,407.8633950351557,500.3085091117808,sgLAMTOR1,0,30sec
39,39.0,0.0,268.1450103773264,503.4041032969276,sgLAMTOR1,0,30sec
40,40.0,0.0,182.19141914191417,503.7689768976898,sgLAMTOR1,0,30sec
41,41.0,0.0,375.08797237339627,516.7114724717504,sgLAMTOR1,0,30sec
42,42.0,0.0,359.68796879687966,515.5475547554755,sgLAMTOR1,0,30sec
43,43.0,0.0,335.63891600427644,542.2829606904352,sgLAMTOR1,0,30sec
44,44.0,0.0,387.58431940755054,553.3156242453514,sgLAMTOR1,0,30sec
45,45.0,0.0,150.7363296716145,563.4667814607548,sgLAMTOR1,0,30sec
46,46.0,0.0,347.33081555578235,562.7164778333503,sgLAMTOR1,0,30sec
47,47.0,0.0,437.1633131055041,627.9343660172469,sgLAMTOR1,0,30sec
48,48.0,0.0,509.2489087618439,631.2626423932716,sgLAMTOR1,0,30sec
49,49.0,0.0,604.2814281428143,636.6006600660066,sgLAMTOR1,0,30sec
50,50.0,0.0,201.49774013545934,662.4411838774239,sgLAMTOR1,0,30sec
51,51.0,0.0,528.0973041124337,669.3403048169986,sgLAMTOR1,0,30sec
52,27.0,1.0,96.87005909893315,389.87489446619077,sgLAMTOR1,0,30sec
53,47.0,1.0,436.79704604123776,628.1290505288152,sgLAMTOR1,0,30sec
54,45.0,1.0,150.47127191105278,563.1057342045444,sgLAMTOR1,0,30sec
55,41.0,1.0,375.45572739092086,517.1208029893899,sgLAMTOR1,0,30sec
56,11.0,1.0,516.4070407040704,203.88778877887788,sgLAMTOR1,0,30sec
57,24.0,1.0,583.1523842039376,359.70714312810594,sgLAMTOR1,0,30sec
58,8.0,1.0,223.16166868485408,124.90680722748533,sgLAMTOR1,0,30sec
59,35.0,1.0,127.61496149614962,463.47194719471946,sgLAMTOR1,0,30sec
60,32.0,1.0,162.338468179243,432.2029478152175,sgLAMTOR1,0,30sec
61,34.0,1.0,668.6993469989201,455.16294748740927,sgLAMTOR1,0,30sec
62,22.0,1.0,671.9211394823693,294.571825603613,sgLAMTOR1,0,30sec
63,42.0,1.0,360.57115915673205,517.3651242675288,sgLAMTOR1,0,30sec
64,12.0,1.0,177.20476395465633,203.88577988233607,sgLAMTOR1,0,30sec
65,13.0,1.0,262.7552599009901,205.68017739273927,sgLAMTOR1,0,30sec
66,28.0,1.0,656.5529141746662,393.02909986430114,sgLAMTOR1,0,30sec
67,3.0,1.0,163.53405832386517,71.90391170264567,sgLAMTOR1,0,30sec
68,14.0,1.0,251.9955639288625,234.65212918052936,sgLAMTOR1,0,30sec
69,49.0,1.0,607.0665890118424,635.3551321518706,sgLAMTOR1,0,30sec
70,30.0,1.0,37.59697708901325,418.6463863777682,sgLAMTOR1,0,30sec
71,50.0,1.0,204.25082508250824,660.2604260426042,sgLAMTOR1,0,30sec
72,21.0,1.0,510.23986327204153,292.5359500235738,sgLAMTOR1,0,30sec
73,23.0,1.0,144.73952068104006,320.19987045433516,sgLAMTOR1,0,30sec
74,17.0,1.0,628.8596264052965,248.37340876944836,sgLAMTOR1,0,30sec
75,26.0,1.0,58.58692892700641,378.42533417221324,sgLAMTOR1,0,30sec
76,7.0,1.0,387.2593216768485,102.95344428059828,sgLAMTOR1,0,30sec
77,39.0,1.0,270.1708406134731,507.1749822041028,sgLAMTOR1,0,30sec
78,48.0,1.0,506.4880297553565,627.7227722772277,sgLAMTOR1,0,30sec
79,38.0,1.0,404.0078145745609,503.1713516179204,sgLAMTOR1,0,30sec
80,4.0,1.0,402.5959117650895,91.14389699839548,sgLAMTOR1,0,30sec
81,33.0,1.0,435.6068940227356,439.54728806213956,sgLAMTOR1,0,30sec
82,20.0,1.0,72.11221122112211,282.22386068394076,sgLAMTOR1,0,30sec
83,6.0,1.0,104.30063624919194,98.34303017930658,sgLAMTOR1,0,30sec
84,29.0,1.0,572.7498675793505,403.7376577163889,sgLAMTOR1,0,30sec
85,15.0,1.0,286.0991362294124,228.39862933661786,sgLAMTOR1,0,30sec
86,18.0,1.0,552.7062706270627,256.34263426342636,sgLAMTOR1,0,30sec
87,10.0,1.0,610.1258477496101,201.45432125630145,sgLAMTOR1,0,30sec
88,44.0,1.0,395.5929213611016,555.2350062592466,sgLAMTOR1,0,30sec
89,37.0,1.0,245.2049552781365,479.8895106901994,sgLAMTOR1,0,30sec
90,36.0,1.0,462.0780150304187,469.73637122748414,sgLAMTOR1,0,30sec
91,46.0,1.0,351.2958503057513,570.4258714159704,sgLAMTOR1,0,30sec
92,16.0,1.0,613.3470489906134,260.5203377480605,sgLAMTOR1,0,30sec
93,9.0,1.0,140.94365958334964,135.84314953234454,sgLAMTOR1,0,30sec
94,43.0,1.0,330.1527497882532,549.4611408043459,sgLAMTOR1,0,30sec
95,31.0,1.0,116.69416941694169,418.8868886888689,sgLAMTOR1,0,30sec
96,5.0,1.0,291.0960205968241,82.41839890795362,sgLAMTOR1,0,30sec
97,1.0,1.0,9.328932893289329,18.453559641678453,sgLAMTOR1,0,30sec
98,51.0,1.0,524.2127742185983,655.9697146185207,sgLAMTOR1,0,30sec
99,2.0,1.0,391.2114288351912,37.531445452237534,sgLAMTOR1,0,30sec
100,40.0,1.0,192.06816079097447,492.964359197426,sgLAMTOR1,0,30sec
101,0.0,1.0,inf,inf,sgLAMTOR1,0,30sec
102,19.0,1.0,inf,inf,sgLAMTOR1,0,30sec
103,25.0,1.0,inf,inf,sgLAMTOR1,0,30sec
104,8.0,2.0,223.41408608946,125.06986868899656,sgLAMTOR1,0,30sec
105,36.0,2.0,461.49235613216496,469.8569856985699,sgLAMTOR1,0,30sec
106,16.0,2.0,613.521832952526,261.1164001015486,sgLAMTOR1,0,30sec
107,45.0,2.0,150.64888959015423,562.4288325246868,sgLAMTOR1,0,30sec
108,27.0,2.0,96.19632354296883,389.538506923318,sgLAMTOR1,0,30sec
109,32.0,2.0,161.2455415945182,432.4645917506549,sgLAMTOR1,0,30sec
110,17.0,2.0,628.8375504217088,249.74897489748975,sgLAMTOR1,0,30sec
111,50.0,2.0,205.03015818823263,659.1263067193419,sgLAMTOR1,0,30sec
112,47.0,2.0,435.8809981717596,629.2850867820595,sgLAMTOR1,0,30sec
113,11.0,2.0,514.3733270964892,204.03056053636857,sgLAMTOR1,0,30sec
114,13.0,2.0,262.1985275450622,207.79264739660778,sgLAMTOR1,0,30sec
115,42.0,2.0,358.5106576956038,518.341447404409,sgLAMTOR1,0,30sec
116,9.0,2.0,143.48504617903652,135.82521042801955,sgLAMTOR1,0,30sec
117,38.0,2.0,401.5978973462957,501.69795260069,sgLAMTOR1,0,30sec
118,46.0,2.0,350.06346788525,567.7043665905052,sgLAMTOR1,0,30sec
119,48.0,2.0,509.0684068406841,629.3804380438044,sgLAMTOR1,0,30sec
120,24.0,2.0,579.9692667679467,360.44318717586043,sgLAMTOR1,0,30sec
121,6.0,2.0,108.45001659929306,99.0489581502529,sgLAMTOR1,0,30sec
122,35.0,2.0,130.6980509371692,460.47699109533596,sgLAMTOR1,0,30sec
123,41.0,2.0,378.9706766203777,520.1362308754838,sgLAMTOR1,0,30sec
124,1.0,2.0,4.689942678478374,18.330254078039385,sgLAMTOR1,0,30sec
125,15.0,2.0,286.45020926673675,223.57800025812637,sgLAMTOR1,0,30sec
126,30.0,2.0,41.31196624817121,414.59857325938776,sgLAMTOR1,0,30sec
127,5.0,2.0,294.81171719656436,78.18707336572166,sgLAMTOR1,0,30sec
128,49.0,2.0,612.1667222902065,632.1837801757704,sgLAMTOR1,0,30sec
129,28.0,2.0,650.2091546540672,392.5085517670308,sgLAMTOR1,0,30sec
130,26.0,2.0,51.954760693460656,377.9099649095344,sgLAMTOR1,0,30sec
131,31.0,2.0,111.40489048904891,414.21767176717674,sgLAMTOR1,0,30sec
132,37.0,2.0,252.46757233862922,480.5894542942666,sgLAMTOR1,0,30sec
133,44.0,2.0,398.8403427498713,548.1757350046931,sgLAMTOR1,0,30sec
134,14.0,2.0,251.77746346063176,226.6878830740217,sgLAMTOR1,0,30sec
135,20.0,2.0,64.38538590701175,285.5306583289908,sgLAMTOR1,0,30sec
136,33.0,2.0,427.1093776044271,437.8404507117378,sgLAMTOR1,0,30sec
137,10.0,2.0,602.5041679425675,205.74325473784492,sgLAMTOR1,0,30sec
138,29.0,2.0,569.7402142448882,412.50806644910307,sgLAMTOR1,0,30sec
139,2.0,2.0,399.50397406604566,42.17782725018064,sgLAMTOR1,0,30sec
140,21.0,2.0,514.9567875075445,284.2804124770454,sgLAMTOR1,0,30sec
141,12.0,2.0,174.90446413062358,213.63123154420705,sgLAMTOR1,0,30sec
142,7.0,2.0,397.4044020943448,103.24325665649272,sgLAMTOR1,0,30sec
143,3.0,2.0,165.32253225322532,61.44314431443145,sgLAMTOR1,0,30sec
144,34.0,2.0,657.7116162320458,456.161390786966,sgLAMTOR1,0,30sec
145,43.0,2.0,319.7923675862732,554.2407638822135,sgLAMTOR1,0,30sec
146,40.0,2.0,198.1668309010996,482.4769680759545,sgLAMTOR1,0,30sec
147,18.0,2.0,542.1276259362463,249.3270883974625,sgLAMTOR1,0,30sec
148,23.0,2.0,144.6482353153348,307.12546664502514,sgLAMTOR1,0,30sec
149,39.0,2.0,261.8023378692549,518.6948251475394,sgLAMTOR1,0,30sec
150,51.0,2.0,532.9815616292168,644.5485267089583,sgLAMTOR1,0,30sec
151,22.0,2.0,673.3558721725831,257.4176929888111,sgLAMTOR1,0,30sec
152,0.0,2.0,inf,inf,sgLAMTOR1,0,30sec
153,4.0,2.0,inf,inf,sgLAMTOR1,0,30sec
154,19.0,2.0,inf,inf,sgLAMTOR1,0,30sec
155,25.0,2.0,inf,inf,sgLAMTOR1,0,30sec
156,27.0,3.0,95.87363360613519,390.0761174383334,sgLAMTOR1,0,30sec
157,23.0,3.0,144.0057258737922,306.58077855978365,sgLAMTOR1,0,30sec
158,45.0,3.0,151.17795932598725,563.1084419917402,sgLAMTOR1,0,30sec
159,8.0,3.0,222.53400227915168,125.2053456466723,sgLAMTOR1,0,30sec
160,11.0,3.0,513.4884220129329,204.45947033727762,sgLAMTOR1,0,30sec
