,Unnamed: 0,gene,log2fold_diff_mean,exp,pvalue
0,0,A1BG,0.2121598803345307,3D_amoeboid,0.2237145498968653
1,1,A1CF,-0.2430524860107592,3D_amoeboid,0.3617635989537437
2,2,A2M,-0.02912094328932,3D_amoeboid,0.972583551627266
3,3,A2ML1,-0.0236656041397294,3D_amoeboid,0.9528930591541134
4,4,A3GALT2,0.0246270386483778,3D_amoeboid,0.7717227866802427
5,5,A4GALT,-0.2673037227610015,3D_amoeboid,0.3115487963636662
6,6,A4GNT,-0.4305301109135854,3D_amoeboid,0.095923635591466
7,7,AAAS,0.152519387173941,3D_amoeboid,0.357889277379029
8,8,AACS,-0.4409731282084494,3D_amoeboid,0.0907749415584702
9,9,AADAC,-0.2485790118153889,3D_amoeboid,0.3472888420656007
10,10,AADACL2,-0.0265561493640123,3D_amoeboid,0.9627302895529488
11,11,AADACL3,0.3823657682101333,3D_amoeboid,0.0407291031118016
12,12,AADACL4,-0.3243532258225741,3D_amoeboid,0.2107788338549538
13,13,AADAT,-0.4667188372285558,3D_amoeboid,0.0733498705733689
14,14,AAED1,0.1284729450716516,3D_amoeboid,0.4286832130722864
15,15,AAGAB,-0.2775309769823652,3D_amoeboid,0.2884786323756577
16,16,AAK1,-0.3396524875027173,3D_amoeboid,0.1920047702493299
17,17,AAMDC,0.1322692481994981,3D_amoeboid,0.4146306236384917
18,18,AAMP,-0.0057638315831499,3D_amoeboid,0.8846691467830573
19,19,AANAT,0.2576446820333293,3D_amoeboid,0.1505916489836476
20,20,AAR2,-0.0031430874820116,3D_amoeboid,0.8779737361319327
21,21,AARD,0.0854622283126523,3D_amoeboid,0.5584253280262982
22,22,AARS,0.1037003021408414,3D_amoeboid,0.4976492462756353
23,23,AARS2,-0.3201462231331148,3D_amoeboid,0.2185351527762805
24,24,AARSD1,-0.1436984742387146,3D_amoeboid,0.6246891008751401
25,25,AASDH,-0.1118312828258667,3D_amoeboid,0.733298358371005
26,26,AASDHPPT,0.0268407838883839,3D_amoeboid,0.7619944745130124
27,27,AASS,0.0503672304795824,3D_amoeboid,0.6775333897292051
28,28,AATF,-0.1860071867684219,3D_amoeboid,0.5014134836787099
29,29,AATK,-0.1073329573343264,3D_amoeboid,0.7443877112057865
30,30,ABAT,0.0002581621973597,3D_amoeboid,0.8616848737109623
31,31,ABCA1,-0.1072480752761602,3D_amoeboid,0.7478675564019849
32,32,ABCA10,-0.2438304362431714,3D_amoeboid,0.3577132204337404
33,33,ABCA12,0.1379903130347579,3D_amoeboid,0.3995666783859833
34,34,ABCA13,-0.1532021710653548,3D_amoeboid,0.5951242622453702
35,35,ABCA2,-0.0224689972789264,3D_amoeboid,0.9498348956039154
36,36,ABCA3,-0.2586065918602572,3D_amoeboid,0.3290973598308104
37,37,ABCA4,-0.2145533032490519,3D_amoeboid,0.4295789465041936
38,38,ABCA5,-0.1691547473637577,3D_amoeboid,0.5488653970324592
39,39,ABCA6,-0.5413769274605403,3D_amoeboid,0.0376795869501967
40,40,ABCA7,-0.1618300034786237,3D_amoeboid,0.5703279240355089
41,41,ABCA8,0.4975895380299658,3D_amoeboid,0.0096962488162672
42,42,ABCA9,-0.2550575086544311,3D_amoeboid,0.3356634482997169
43,43,ABCB1,0.1563007054219044,3D_amoeboid,0.3528811762819231
44,44,ABCB10,0.1067383358953178,3D_amoeboid,0.4893603842433114
45,45,ABCB11,-0.1058965416800415,3D_amoeboid,0.7504203821086696
46,46,ABCB4,0.3383884551993581,3D_amoeboid,0.0670210509015898
47,47,ABCB5,0.3333957986037271,3D_amoeboid,0.0731163910813554
48,48,ABCB6,-0.1903916693008812,3D_amoeboid,0.4887170768289871
49,49,ABCB7,-0.1054649246470349,3D_amoeboid,0.7539399664277283
50,50,ABCB8,0.0063978366102997,3D_amoeboid,0.8359483991861932
51,51,ABCB9,0.0573196661303995,3D_amoeboid,0.6529906434769615
52,52,ABCC1,-0.3222026416547027,3D_amoeboid,0.2170259405626117
53,53,ABCC10,0.2236284597349137,3D_amoeboid,0.2057717043745438
54,54,ABCC11,0.0060267739669201,3D_amoeboid,0.8393641176804653
55,55,ABCC12,0.0952600645419371,3D_amoeboid,0.5247162527037056
56,56,ABCC2,-0.0098709973135498,3D_amoeboid,0.9008953399271452
57,57,ABCC3,-0.3771572494959205,3D_amoeboid,0.145414097934785
58,58,ABCC4,0.04603770161026,3D_amoeboid,0.6928194465583855
59,59,ABCC5,0.084665950378373,3D_amoeboid,0.5590010109185912
60,60,ABCC6,-0.0345075309919717,3D_amoeboid,0.995208423683565
61,61,ABCC8,0.0441317273243124,3D_amoeboid,0.7025063678543725
62,62,ABCC9,-0.0908705241956863,3D_amoeboid,0.8050909217042603
63,63,ABCD1,-0.0385122278225979,3D_amoeboid,0.9920910886765896
64,64,ABCD2,-0.0960434865852538,3D_amoeboid,0.7838506034395523
65,65,ABCD3,-0.2250361082957954,3D_amoeboid,0.3996783171443369
66,66,ABCD4,-0.6891181750285628,3D_amoeboid,0.0104571218507898
67,67,ABCE1,0.0131581102508504,3D_amoeboid,0.8165271416994616
68,68,ABCF1,-0.0928950339442548,3D_amoeboid,0.7932162110942206
69,69,ABCF2,0.2301513108574262,3D_amoeboid,0.1928660112885342
70,70,ABCF3,-0.0227352159917927,3D_amoeboid,0.9497932132476632
71,71,ABCG1,0.1019034021076797,3D_amoeboid,0.5101218898003032
72,72,ABCG2,-0.0583783515655252,3D_amoeboid,0.9177701843773848
73,73,ABCG4,-0.0229606993626456,3D_amoeboid,0.9498119654498932
74,74,ABCG5,0.2497995396068868,3D_amoeboid,0.1600758910368797
75,75,ABCG8,-0.1564084886604354,3D_amoeboid,0.587739198063529
76,76,ABHD1,-0.3504563184368227,3D_amoeboid,0.1759544397271914
