,Unnamed: 0,gene,log2fold_diff_mean,exp,pvalue
0,0,A1BG,-0.2129573772179405,tracketch_0_6hr,0.411620652276408
1,1,A1CF,1.163918882150318,tracketch_0_6hr,0.0001597337847982
2,2,A2M,-0.1747758097542311,tracketch_0_6hr,0.5043915860131696
3,3,A2ML1,-0.1696642283311758,tracketch_0_6hr,0.5165850840611188
4,4,A3GALT2,-0.3117830158359179,tracketch_0_6hr,0.2260700402526222
5,5,A4GALT,0.1672893382733992,tracketch_0_6hr,0.5090385371844268
6,6,A4GNT,-0.2504856723688779,tracketch_0_6hr,0.3360570502232071
7,7,AAAS,-0.3164468830211842,tracketch_0_6hr,0.2221152688154909
8,8,AACS,-0.005800942539314,tracketch_0_6hr,0.9996824270829604
9,9,AADAC,0.3590147598880506,tracketch_0_6hr,0.1782276341488096
10,10,AADACL2,0.1516857449560261,tracketch_0_6hr,0.5485693454252326
11,11,AADACL3,-0.0334242716009211,tracketch_0_6hr,0.9095975277018852
12,12,AADACL4,0.0442939285976218,tracketch_0_6hr,0.8460406789676903
13,13,AADAT,0.1421825494153902,tracketch_0_6hr,0.5729465281925029
14,14,AAED1,-0.3485689960250349,tracketch_0_6hr,0.1797549184330213
15,15,AAGAB,0.7835618858580305,tracketch_0_6hr,0.0068282306534476
16,16,AAK1,-0.2819637295465301,tracketch_0_6hr,0.2753309095707111
17,17,AAMDC,0.0750803441567782,tracketch_0_6hr,0.7546851964334478
18,18,AAMP,-0.2196417809539226,tracketch_0_6hr,0.397515401217698
19,19,AANAT,0.0393965583839337,tracketch_0_6hr,0.862265317525065
20,20,AAR2,0.1508908055690697,tracketch_0_6hr,0.5485568115698561
21,21,AARD,-0.2359924953636027,tracketch_0_6hr,0.3636095735141952
22,22,AARS,0.9210037189139958,tracketch_0_6hr,0.0020314561876899
23,23,AARS2,-0.3339968828517216,tracketch_0_6hr,0.1978533197883488
24,24,AARSD1,-0.3261367721288532,tracketch_0_6hr,0.2091633267747587
25,25,AASDH,-0.0161549848574137,tracketch_0_6hr,0.9664867540224568
26,26,AASDHPPT,0.1655427625723532,tracketch_0_6hr,0.5149080736440761
27,27,AASS,-0.1984180232834491,tracketch_0_6hr,0.4471643342441106
28,28,AATF,-0.4022335517992479,tracketch_0_6hr,0.1247839549550726
29,29,AATK,-0.0862418532211409,tracketch_0_6hr,0.7527168953309883
30,30,ABAT,-0.1973970395392631,tracketch_0_6hr,0.4508120748053524
31,31,ABCA1,-0.5395417980355303,tracketch_0_6hr,0.0432313075886324
32,32,ABCA10,-0.262544491553615,tracketch_0_6hr,0.3092183737186623
33,33,ABCA12,0.3119638937091251,tracketch_0_6hr,0.2384451334610264
34,34,ABCA13,0.2589768123405245,tracketch_0_6hr,0.3198132708169241
35,35,ABCA2,0.0129535531646205,tracketch_0_6hr,0.94437683881496
36,36,ABCA3,-0.2553789619973143,tracketch_0_6hr,0.3229738427668651
37,37,ABCA4,0.1225249042045977,tracketch_0_6hr,0.6256608147326628
38,38,ABCA5,-0.254837566056714,tracketch_0_6hr,0.3256422908603564
39,39,ABCA6,0.0571671729496082,tracketch_0_6hr,0.8108709722662216
40,40,ABCA7,-0.3310155767863361,tracketch_0_6hr,0.201218611376106
41,41,ABCA8,-0.5203833440403871,tracketch_0_6hr,0.050098694394923
42,42,ABCA9,-0.1801040682412647,tracketch_0_6hr,0.4930720571831403
43,43,ABCB1,0.3097996620353698,tracketch_0_6hr,0.2405512098109578
44,44,ABCB10,-0.2263024347009831,tracketch_0_6hr,0.3845229427607488
45,45,ABCB11,-0.1748243689673966,tracketch_0_6hr,0.5044923426645296
46,46,ABCB4,0.1439820042542918,tracketch_0_6hr,0.5695548086306185
47,47,ABCB5,0.0206216449173229,tracketch_0_6hr,0.9212012544154512
48,48,ABCB6,-0.1176785384868717,tracketch_0_6hr,0.6593246127172286
49,49,ABCB7,-0.400903915603553,tracketch_0_6hr,0.1241670755148754
50,50,ABCB8,0.222861833157412,tracketch_0_6hr,0.3884054259157086
51,51,ABCB9,-0.1826830806027107,tracketch_0_6hr,0.4833893138389455
52,52,ABCC1,0.0675698089007152,tracketch_0_6hr,0.7787906180108879
53,53,ABCC10,0.2684401928835007,tracketch_0_6hr,0.3049504502204574
54,54,ABCC11,-0.4091087663994536,tracketch_0_6hr,0.1160406677940982
55,55,ABCC12,0.004293463281114,tracketch_0_6hr,0.9729843435143056
56,56,ABCC2,0.0889153185396095,tracketch_0_6hr,0.717080132483823
57,57,ABCC3,0.109388314033735,tracketch_0_6hr,0.6606667068592107
58,58,ABCC4,-0.5237780819960488,tracketch_0_6hr,0.0484656982142025
59,59,ABCC5,0.5441466611642923,tracketch_0_6hr,0.0496647703785549
60,60,ABCC6,-0.1464379250454453,tracketch_0_6hr,0.579997259069301
61,61,ABCC8,-0.1766014150706852,tracketch_0_6hr,0.4977340684131833
62,62,ABCC9,0.2999178814540035,tracketch_0_6hr,0.2539434885382508
63,63,ABCD1,-0.4364347184730235,tracketch_0_6hr,0.0959682327978057
64,64,ABCD2,-0.1484782209711607,tracketch_0_6hr,0.5738614024733183
65,65,ABCD3,-0.6289200963137545,tracketch_0_6hr,0.0217729585373748
66,66,ABCD4,-0.1504986696076184,tracketch_0_6hr,0.5640638140356736
67,67,ABCE1,-0.0946748733116782,tracketch_0_6hr,0.7245668277720504
68,68,ABCF1,-0.099967880610192,tracketch_0_6hr,0.7084073846949674
69,69,ABCF2,-0.4844093438376695,tracketch_0_6hr,0.0654327490888785
70,70,ABCF3,0.1028200276313813,tracketch_0_6hr,0.6801428606892581
71,71,ABCG1,-0.0166550773823304,tracketch_0_6hr,0.9667297553580896
72,72,ABCG2,-0.184348051234743,tracketch_0_6hr,0.4813778729551901
73,73,ABCG4,0.3262560494282686,tracketch_0_6hr,0.2228157072915315
74,74,ABCG5,-0.2637771828571714,tracketch_0_6hr,0.3094485497139099
75,75,ABCG8,0.3048490454817174,tracketch_0_6hr,0.2495808324122002
76,76,ABHD1,-0.007131526246337,tracketch_0_6hr,0.9955928924101142
77,77,ABHD10,-0.3145932402366837,tracketch_0_6hr,0.2244288824916566
78,78,ABHD11,0.1586095649814534,tracketch_0_6hr,0.5313665803401426
79,79,ABHD12,0.0007909545663921,tracketch_0_6hr,0.984473905266109
80,80,ABHD12B,-0.3503541014377312,tracketch_0_6hr,0.1765905571779665
81,81,ABHD13,-0.1597355290454389,tracketch_0_6hr,0.5420397897440903
82,82,ABHD14A,-0.4206919347277911,tracketch_0_6hr,0.1090890418202772
83,83,ABHD14B,-0.1367673538944362,tracketch_0_6hr,0.6045929584314687
84,84,ABHD15,-0.1901341424209194,tracketch_0_6hr,0.4638808051729262
85,85,ABHD16A,-0.7555188167244326,tracketch_0_6hr,0.0057999687042262
86,86,ABHD16B,-0.2352771736747569,tracketch_0_6hr,0.3644671224099553
87,87,ABHD17A,0.4045399729478019,tracketch_0_6hr,0.1340618256221055
88,88,ABHD17B,-0.1351270204831154,tracketch_0_6hr,0.6127224753256726
89,89,ABHD17C,-0.1472315870713572,tracketch_0_6hr,0.5753259203189779
90,90,ABHD2,0.3876585236473548,tracketch_0_6hr,0.1483146652569156
91,91,ABHD3,-0.1580297805785608,tracketch_0_6hr,0.5482978757204112
92,92,ABHD4,0.1763303501102504,tracketch_0_6hr,0.4892528262750805
93,93,ABHD5,0.0011305871147948,tracketch_0_6hr,0.9836555125231918
94,94,ABHD6,-0.3693253507670599,tracketch_0_6hr,0.1569388322109784
95,95,ABHD8,0.4373954871838473,tracketch_0_6hr,0.1067616311870304
96,96,ABI1,0.1339704953134599,tracketch_0_6hr,0.592161511454705
97,97,ABI2,0.2355400290436034,tracketch_0_6hr,0.3659080299699056
98,98,ABI3,-0.2196156956173647,tracketch_0_6hr,0.3987275902074445
99,99,ABI3BP,-0.2171881276354723,tracketch_0_6hr,0.401995331478938
100,100,ABL1,-1.0654487271471798,tracketch_0_6hr,0.0001901453873784
101,101,ABL2,-0.2280206244237347,tracketch_0_6hr,0.3824867256512492
102,102,ABLIM1,0.0303093082344815,tracketch_0_6hr,0.8914129439456353
103,103,ABLIM2,-0.2071150294420965,tracketch_0_6hr,0.4280955792946344
104,104,ABLIM3,-0.1612410135406698,tracketch_0_6hr,0.5393013852484976
105,105,ABO,-0.3230859329675287,tracketch_0_6hr,0.2118127311810112
106,106,ABR,-0.3013258488903668,tracketch_0_6hr,0.2475360650757771
107,107,ABRA,-0.1429987935207125,tracketch_0_6hr,0.5876987788089816
