,Unnamed: 0,gene,log2fold_diff_mean,exp,pvalue
0,0,A1BG,-0.513665679722514,tracketch_10_2hr,0.0423647226576009
1,1,A1CF,0.9005350770173951,tracketch_10_2hr,0.0022890317737606
2,2,A2M,0.0871809607368042,tracketch_10_2hr,0.713263039132494
3,3,A2ML1,0.0278565855078916,tracketch_10_2hr,0.8952831847302275
4,4,A3GALT2,-0.1554542481167444,tracketch_10_2hr,0.5429894479026172
5,5,A4GALT,-0.4712025917976412,tracketch_10_2hr,0.0614273564218932
6,6,A4GNT,0.513791184359579,tracketch_10_2hr,0.0561539068051499
7,7,AAAS,-0.2200185647502236,tracketch_10_2hr,0.3857793403101566
8,8,AACS,-0.3645538658240155,tracketch_10_2hr,0.1477277116109507
9,9,AADAC,0.2490722185493158,tracketch_10_2hr,0.3233228474840156
10,10,AADACL2,0.148024889751118,tracketch_10_2hr,0.5417184761027716
11,11,AADACL3,-0.0708886907522021,tracketch_10_2hr,0.7927584824688042
12,12,AADACL4,-0.202512654244725,tracketch_10_2hr,0.4281230760471271
13,13,AADAT,-0.467492337410321,tracketch_10_2hr,0.0635920212585846
14,14,AAED1,-0.8708070478493101,tracketch_10_2hr,0.0004839622762044
15,15,AAGAB,0.3877614201422699,tracketch_10_2hr,0.13747696114636
16,16,AAK1,-0.1475316717193982,tracketch_10_2hr,0.5679830243017367
17,17,AAMDC,-0.0610375090853868,tracketch_10_2hr,0.8261563489637149
18,18,AAMP,-0.2451171764376745,tracketch_10_2hr,0.336764192854449
19,19,AANAT,-0.2222848187744942,tracketch_10_2hr,0.3824065672738412
20,20,AAR2,-0.0682001571203867,tracketch_10_2hr,0.8016182664716114
21,21,AARD,-0.5247091466749091,tracketch_10_2hr,0.0364678837687981
22,22,AARS,0.4608949691264768,tracketch_10_2hr,0.0817287043117288
23,23,AARS2,-0.7896777702633228,tracketch_10_2hr,0.0015809175258227
24,24,AARSD1,-0.7618283756903222,tracketch_10_2hr,0.0023608342475841
25,25,AASDH,-0.6141339224941668,tracketch_10_2hr,0.0144914686953116
26,26,AASDHPPT,-0.1400055397344121,tracketch_10_2hr,0.5896037305028714
27,27,AASS,-0.0155874305962922,tracketch_10_2hr,0.969076501163584
28,28,AATF,-0.3975917504054014,tracketch_10_2hr,0.1149672256685196
29,29,AATK,0.1372053665423707,tracketch_10_2hr,0.571452570360959
30,30,ABAT,-0.0419421373146775,tracketch_10_2hr,0.8846980037989242
31,31,ABCA1,-0.6414739793312146,tracketch_10_2hr,0.0103578226244736
32,32,ABCA10,-0.1363024571102272,tracketch_10_2hr,0.5967375346071649
33,33,ABCA12,0.0183328031184227,tracketch_10_2hr,0.9260347559923124
34,34,ABCA13,-0.7086629617165263,tracketch_10_2hr,0.0046764883188111
35,35,ABCA2,-0.6639802819453141,tracketch_10_2hr,0.0091458279580663
36,36,ABCA3,-0.2735902076966712,tracketch_10_2hr,0.2796960919001708
37,37,ABCA4,-0.041296696790799,tracketch_10_2hr,0.8874316473727072
