,gene,log2fold_diff_mean,exp,pvalue
388,AEN,-0.04225448859061617,growth,0.2500597422815863
389,AES,-0.097455837461333,growth,0.053302211802820694
390,AFAP1,-0.012632922427538032,growth,0.49333371355933364
391,AFAP1L1,-0.09544776810967608,growth,0.056698012154827705
392,AFAP1L2,-0.02575708765540453,growth,0.3709562588365502
393,AFDN,0.05373084510546191,growth,0.6871179997871187
394,AFF1,0.035284475640727564,growth,0.9275065609631908
395,AFF2,-0.037641708668296005,growth,0.2825986996173628
396,AFF3,-0.1257928705931566,growth,0.021105360705654115
397,AFF4,-0.001772489110543669,growth,0.6079502827623199
398,AFG1L,0.014770057880125169,growth,0.8072589871993873
399,AFG3L2,-0.5894277785989532,growth,1.554586713365156e-06
400,AFM,0.07330492101647994,growth,0.4686507630178784
401,AFMID,-0.03304479108584687,growth,0.315483552496863
402,AFP,-0.008368091929764402,growth,0.5377219251477185
403,AFTPH,-0.05107274484525437,growth,0.1995005987344984
404,AGA,0.09228313165616336,growth,0.30191152468083726
405,AGAP1,0.0349579400082455,growth,0.9301583944111831
406,AGAP11,0.08830956311093385,growth,0.329804599623722
407,AGAP2,0.12027318804516707,growth,0.13536903872470646
408,AGAP3,0.06224495767172123,growth,0.5882941855202004
409,AGAP4,-0.0514426112362825,growth,0.1971419992053147
410,AGAP5,0.04638598776667804,growth,0.7817832945957853
411,AGAP6,0.17521394883510494,growth,0.05042302004799883
412,AGAP9,-0.07245166885263506,growth,0.18268648032774962
413,AGBL1,0.0661265010208043,growth,0.5449034356317785
414,AGBL2,-0.011882271875482965,growth,0.5014647850402509
415,AGBL3,0.05700359691723167,growth,0.6503427936574222
416,AGBL4,0.14952816422478632,growth,0.04989805554722934
417,AGBL5,-0.20614019330440106,growth,0.012077001206116385
418,AGER,-0.06402390399988486,growth,0.14146855685626422
419,AGFG1,-0.08997732656148498,growth,0.06828366679785111
420,AGFG2,0.023498990198983865,growth,0.9224406486726817
421,AGGF1,-0.014892147621208565,growth,0.4689815985028164
422,AGK,-0.012026554654783963,growth,0.49963629958032474
423,AGL,0.10484991636309993,growth,0.21679148945390236
424,AGMAT,0.0365279183793278,growth,0.9107148869021163
425,AGMO,0.03030923438802166,growth,0.9893664811380779
426,AGO1,0.0024350441258258007,growth,0.6548891825006586
427,AGO2,0.03418212898697039,growth,0.9391460431711646
428,AGO3,-0.0759628842273216,growth,0.09996041147772745
429,AGO4,0.06460657807859047,growth,0.5623346278020636
430,AGPAT1,0.061490237212012605,growth,0.5989979036883979
431,AGPAT2,-0.5578716898569557,growth,3.983628452998212e-06
432,AGPAT3,-0.0757994995014144,growth,0.10003843229840448
433,AGPAT4,0.12036687385631194,growth,0.13364033829944438
434,AGPAT5,0.0682181589520141,growth,0.5243160437866837
435,AGPS,-0.014996637562560533,growth,0.4685442738280129
436,AGR2,-0.07384960192755209,growth,0.10684081794774247
437,AGR3,-0.0340058075723979,growth,0.3060594535171043
438,AGRN,-0.10914230267641784,growth,0.03832231139450363
439,AGRP,0.07150691015415446,growth,0.49330359344176217
440,AGT,0.09238176899129243,growth,0.29986374533265703
441,AGTPBP1,-0.06847361596357536,growth,0.1245628149950965
442,AGTR1,-0.05323632721009409,growth,0.19322172016088612
443,AGTR2,0.11139215878973314,growth,0.18092037265969724
444,AGTRAP,0.09342258339637007,growth,0.2929350495128581
445,AGXT,0.01954188644281746,growth,0.8695497222172157
446,AGXT2,-0.008881771006878134,growth,0.5294774659983952
447,AHCTF1,-0.3008224398313802,growth,2.2152860665453474e-05
448,AHCY,-0.09671102024184237,growth,0.06332084303877203
449,AHCYL1,-0.6097272477438975,growth,9.716166958532225e-08
450,AHCYL2,0.0297251206251134,growth,0.9971568066437595
451,AHDC1,0.08364024917920841,growth,0.37315337567088314
452,AHI1,-0.06674230365253053,growth,0.13024366349241112
453,AHNAK,-0.030318979659840567,growth,0.3382228809999335
454,AHNAK2,0.05901645006624298,growth,0.6287175208578171
455,AHR,-0.07941697412849923,growth,0.08958267071098877
456,AHRR,0.0761339156572161,growth,0.44508692058670685
457,AHSA1,-0.02983819266181623,growth,0.3373529925721361
458,AHSA2,-0.04596895315379953,growth,0.22798218191006142
459,AHSG,-0.4933692021628328,growth,0.0005932691544879776
460,AHSP,0.08199598321337356,growth,0.38455957271018243
461,AICDA,-0.0271536112349486,growth,0.3617788533358686
462,AIDA,0.034400942918776,growth,0.9368321380099901
463,AIF1,0.10401351269904624,growth,0.21973529371899844
464,AIF1L,0.05031135444058984,growth,0.7312077307265376
465,AIFM1,-0.6946429270348777,growth,3.88646678341289e-07
466,AIFM2,0.0733883408487539,growth,0.4701301465989845
467,AIFM3,0.04053535882804834,growth,0.8572957896107845
