,cell,frame,x,y,celltype,position,aqctime,sampleset
0,0.0,0.0,358.45765572032315,37.12796619028419,sgFLCN,0,30sec,1
1,1.0,0.0,121.01699058794767,37.89023346779123,sgFLCN,0,30sec,1
2,2.0,0.0,421.6260018859029,46.92067421027817,sgFLCN,0,30sec,1
3,3.0,0.0,672.9917651959371,58.918901598897754,sgFLCN,0,30sec,1
4,4.0,0.0,357.5393166847049,66.82700658729841,sgFLCN,0,30sec,1
5,5.0,0.0,391.3656230487914,69.62507061516963,sgFLCN,0,30sec,1
6,6.0,0.0,268.72329338196977,72.21122112211222,sgFLCN,0,30sec,1
7,7.0,0.0,18.044554455445542,97.98679867986797,sgFLCN,0,30sec,1
8,8.0,0.0,27.159120406422662,111.98131049059961,sgFLCN,0,30sec,1
9,9.0,0.0,120.55437054959515,113.0835270022179,sgFLCN,0,30sec,1
10,10.0,0.0,384.80824826668714,115.94136157801826,sgFLCN,0,30sec,1
11,11.0,0.0,309.77184674989235,168.17907877744298,sgFLCN,0,30sec,1
12,12.0,0.0,298.0858085808581,200.21757731328688,sgFLCN,0,30sec,1
13,13.0,0.0,396.93606569959326,220.2041599508788,sgFLCN,0,30sec,1
14,14.0,0.0,514.595026381619,224.76719009480564,sgFLCN,0,30sec,1
15,15.0,0.0,23.308580858085808,240.1119018151815,sgFLCN,0,30sec,1
16,16.0,0.0,499.76768626583333,260.24485130077255,sgFLCN,0,30sec,1
17,17.0,0.0,662.10291132206,277.3502092477289,sgFLCN,0,30sec,1
18,18.0,0.0,445.6906759378228,314.272037890812,sgFLCN,0,30sec,1
19,19.0,0.0,462.42894559726244,320.74504747772073,sgFLCN,0,30sec,1
20,20.0,0.0,265.4454436269315,330.25100675205135,sgFLCN,0,30sec,1
21,21.0,0.0,388.6180015851047,349.48720678519464,sgFLCN,0,30sec,1
22,22.0,0.0,310.8306762879678,390.8821390613637,sgFLCN,0,30sec,1
23,23.0,0.0,72.1227621483376,400.07090223088807,sgFLCN,0,30sec,1
24,24.0,0.0,513.2267072861132,417.50220270895863,sgFLCN,0,30sec,1
25,25.0,0.0,412.4941065535125,429.6682299808928,sgFLCN,0,30sec,1
26,26.0,0.0,595.5633538037348,443.6200582083525,sgFLCN,0,30sec,1
27,27.0,0.0,235.96845665875,445.40678366902114,sgFLCN,0,30sec,1
28,28.0,0.0,575.3969081118638,444.48381680273286,sgFLCN,0,30sec,1
29,29.0,0.0,632.7697385123128,445.2475247524752,sgFLCN,0,30sec,1
30,30.0,0.0,48.31724551765521,463.1842494594287,sgFLCN,0,30sec,1
31,31.0,0.0,313.12797946461313,464.4297763109644,sgFLCN,0,30sec,1
32,32.0,0.0,494.0948007844263,472.1901755392931,sgFLCN,0,30sec,1
33,33.0,0.0,96.6037819998216,479.5268040317545,sgFLCN,0,30sec,1
34,34.0,0.0,295.98286144403914,518.7146083029355,sgFLCN,0,30sec,1
35,35.0,0.0,98.30063751716787,519.5846913883935,sgFLCN,0,30sec,1
36,36.0,0.0,24.719552247195523,546.0978214609783,sgFLCN,0,30sec,1
37,37.0,0.0,502.3835716905024,547.3841828627308,sgFLCN,0,30sec,1
38,38.0,0.0,620.8116206357478,557.1369636963697,sgFLCN,0,30sec,1
39,39.0,0.0,371.4136827216557,613.6595614448663,sgFLCN,0,30sec,1
