,Unnamed: 0,E_field,cell,celltype,concentration,date,fMLP,frame,framerate,magnification,material,scope,trial,x,x_corr,y,y_corr,z,x_corr_,y_corr_
0,122,5.0,0.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,176.2842166569598,0.0,47.71888953601242,0.0,3.0732716880160402,0.0,0.0
1,123,5.0,1.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,180.09155754285104,0.0,97.76429255828808,0.0,7.778777302869733,0.0,0.0
2,124,5.0,2.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,96.68744652243002,0.0,115.11062217332844,0.0,3.169506967775984,0.0,0.0
3,125,5.0,3.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,441.9063953639458,0.0,131.4103063849692,0.0,8.67075533351729,0.0,0.0
4,126,5.0,4.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,410.7068846419525,0.0,204.82001688540947,0.0,3.8412501774353816,0.0,0.0
5,127,5.0,5.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,450.3839328656483,0.0,216.7835879065293,0.0,19.852673180672188,0.0,0.0
6,128,5.0,6.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,325.2641240455406,0.0,300.2441072509618,0.0,6.372816147451554,0.0,0.0
7,129,5.0,7.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,368.2986980016682,0.0,303.9603960396039,0.0,4.033113711708005,0.0,0.0
8,130,5.0,8.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,380.1980198019802,0.0,301.6501650165017,0.0,4.115551168387678,0.0,0.0
9,131,5.0,9.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,399.009900990099,0.0,355.20352035203524,0.0,0.8489339805064616,0.0,0.0
10,132,5.0,10.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,354.4080374888318,0.0,449.9826778257936,0.0,8.095372939315437,0.0,0.0
11,133,5.0,11.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,69.98762376237622,0.0,515.04400440044,0.0,3.508170241627408,0.0,0.0
12,134,5.0,12.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,233.49545480863875,0.0,545.27242197904,0.0,4.640300113577659,0.0,0.0
13,135,5.0,13.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,422.4422442244224,0.0,555.1970927429821,0.0,4.0346531771342065,0.0,0.0
14,136,5.0,14.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,612.5361373346637,0.0,261.4117225676056,0.0,16.5040996254158,0.0,0.0
15,137,5.0,15.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,48.89501608388687,0.0,121.05109245101723,0.0,29.73720187069748,0.0,0.0
16,138,5.0,16.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,666.0338198768329,0.0,372.0798884012112,0.0,26.336932055116378,0.0,0.0
17,139,5.0,17.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,621.7956489526504,0.0,161.0965178150468,0.0,30.63105578690903,0.0,0.0
18,140,5.0,18.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,402.81723824556366,0.0,254.53675802362847,0.0,34.5243488708676,0.0,0.0
19,141,5.0,19.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,219.54500793590807,0.0,307.82757665079487,0.0,38.068065977013724,0.0,0.0
20,142,5.0,20.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,422.30831778830066,0.0,637.5854976802027,0.0,39.279941375584706,0.0,0.0
21,143,5.0,21.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,449.9954582614225,0.0,338.32924576861365,0.0,41.941959541326014,0.0,0.0
22,144,5.0,22.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,541.970607317142,0.0,378.90609573777886,0.0,44.99713806477523,0.0,0.0
23,145,5.0,23.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,226.66516651665162,0.0,497.2922292229223,0.0,52.42550025029428,0.0,0.0
24,146,5.0,24.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,399.79876036384127,0.0,561.4022377847541,0.0,48.769359794402675,0.0,0.0
25,147,5.0,25.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,153.40750569902355,0.0,181.49093259841445,0.0,56.780664043395355,0.0,0.0
26,148,5.0,26.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,250.99170111185876,0.0,322.61206703194586,0.0,59.05177493123261,0.0,0.0
27,149,5.0,27.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,596.2996299629962,0.0,539.0239023902391,0.0,49.07960041320374,0.0,0.0
28,150,5.0,28.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,51.46991622239147,0.0,584.9352627570449,0.0,58.88332624705054,0.0,0.0
29,151,5.0,29.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,656.1176117611761,0.0,494.9894989498949,0.0,61.16650559132359,0.0,0.0
30,152,5.0,30.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,546.8646864686468,0.0,362.10310686241036,0.0,70.17968474585123,0.0,0.0
31,153,5.0,31.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,506.2161886291722,0.0,127.37912966554389,0.0,71.59954275378952,0.0,0.0
32,154,5.0,32.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,366.1198955716467,0.0,289.2468351312744,0.0,74.05593622816066,0.0,0.0
33,155,5.0,33.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,219.079643813438,0.0,412.45407559623885,0.0,76.74363683585634,0.0,0.0
34,156,5.0,34.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,315.2793057083486,0.0,350.73951839628404,0.0,78.25237236871092,0.0,0.0
35,157,5.0,35.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,322.1217773951308,0.0,467.12584301908447,0.0,78.61658424952391,0.0,0.0
36,158,5.0,36.0,dHL60,1.0mgml,20190116,0.0,0.0,66,20xair,collagen,Rio,0,55.05599740301899,0.0,432.4568522426013,0.0,85.0,0.0,0.0
37,163,5.0,4.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,410.74107410741067,0.0,204.87548754875488,0.0,3.779228208749592,0.02,0.02
38,197,5.0,35.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,322.15221522152217,0.0,467.20672067206726,0.0,78.65870709947214,0.02,0.02
39,159,5.0,0.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,176.2913500652391,0.0,47.808734361808284,0.0,3.023651101161363,0.02,0.02
40,191,5.0,29.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,656.1999057048563,0.0,494.955209806695,0.0,61.062193824106856,0.02,0.02
41,170,5.0,10.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,354.5147773204286,0.0,450.0500611858938,0.0,7.943596628965511,0.02,0.02
42,182,5.0,20.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,422.1287128712872,0.0,637.6320132013203,0.0,39.19039569440238,0.02,0.02
43,171,5.0,11.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,70.03874300473525,0.0,515.2460898263739,0.0,3.529669795366143,0.02,0.02
44,172,5.0,12.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,233.52111073176286,0.0,545.459201092523,0.0,4.524427568920442,0.02,0.02
45,173,5.0,13.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,422.5945671490226,0.0,555.2750879483552,0.0,3.8937511423300513,0.02,0.02
46,160,5.0,1.0,dHL60,1.0mgml,20190116,0.0,1.0,66,20xair,collagen,Rio,0,180.146983770542,0.0,97.98237555714334,0.0,7.712983970192736,0.02,0.02
