,E_field,cell,celltype,concentration,date,fMLP,frame,framerate,magnification,material,scope,trial,x,x_corr,y,y_corr,z
0,5.0,0.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,176.3541059988352,0.0,47.82760629004076,0.0,2.665308672704829
1,5.0,1.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,180.36214432254036,0.0,98.000178396218,0.0,7.313791781481969
2,5.0,2.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,425.4286967158254,0.0,118.26259549031826,0.0,4.348761498343812
3,5.0,3.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,95.3278460376158,0.0,120.29106525110342,0.0,0.0
4,5.0,4.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,410.8143372476783,0.0,204.84304244377924,0.0,3.534990496408383
5,5.0,5.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,320.4867425518062,0.0,299.4813767090995,0.0,3.91200426900169
6,5.0,6.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,379.91763778147725,0.0,302.5847717515114,0.0,3.185157252367109
7,5.0,7.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,295.5895589558956,0.0,308.53371051390855,0.0,5.255468323864507
8,5.0,8.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,367.28741466204383,0.0,314.26528934481894,0.0,8.98002248057831
9,5.0,9.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,391.020200921191,0.0,352.1415877851521,0.0,0.29149869040092613
10,5.0,10.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,354.66651316294417,0.0,450.218742804513,0.0,7.436771090905551
11,5.0,11.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,69.23192319231923,0.0,515.946594659466,0.0,3.187080931231954
12,5.0,12.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,233.5604202622097,0.0,545.3840796923729,0.0,4.185650534242517
13,5.0,13.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,422.73054891696063,0.0,555.1382724479345,0.0,3.3856080408031812
14,5.0,14.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,594.6714671467147,0.0,240.48004800480047,0.0,20.556790508123555
15,5.0,15.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,651.6771677167717,0.0,569.1929192919292,0.0,14.535698596047254
16,5.0,16.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,461.2541254125412,0.0,239.00990099009903,0.0,27.23443073410752
17,5.0,17.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,48.82425742574257,0.0,121.67904290429043,0.0,29.21105290996724
18,5.0,18.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,619.4150449527712,0.0,164.4474792306817,0.0,28.015152383000263
19,5.0,19.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,387.3325567850902,0.0,238.02174335080568,0.0,33.5262397941771
20,5.0,20.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,655.4727637712225,0.0,369.3987955496581,0.0,24.72991395124361
21,5.0,21.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,455.59786747905565,0.0,211.86087839553184,0.0,35.34131390755111
22,5.0,22.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,224.4811147781445,0.0,303.57169050238355,0.0,35.42346081253172
23,5.0,23.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,537.7857785778577,0.0,392.7692769276927,0.0,38.49782927315904
24,5.0,24.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,423.0731896719084,0.0,637.284022519899,0.0,38.71556220728542
25,5.0,25.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,449.9546657962499,0.0,338.5485801327385,0.0,41.23660203612953
26,5.0,26.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,226.83944865074744,0.0,494.8456610366919,0.0,52.218413281251244
27,5.0,27.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,399.4512704282476,0.0,561.7479820271184,0.0,48.49398382689988
28,5.0,28.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,163.75748685979707,0.0,174.23909057572425,0.0,56.15669812057985
29,5.0,29.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,242.59507031784258,0.0,323.04581809532306,0.0,58.403417658192815
30,5.0,30.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,551.4216806296015,0.0,351.5359228230515,0.0,57.12189254666831
31,5.0,31.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,596.3154524407664,0.0,539.0276341066942,0.0,48.505346563709395
32,5.0,32.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,656.3140524578773,0.0,494.9221237913265,0.0,60.41496399327669
33,5.0,33.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,366.28880279332276,0.0,289.38632993734154,0.0,73.79118230299764
34,5.0,34.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,299.87925621830476,0.0,350.59969411575304,0.0,73.87461705949164
35,5.0,35.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,25.707833941288865,0.0,593.871808233455,0.0,72.92529938398913
36,5.0,36.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,219.10717387528229,0.0,412.79138440159807,0.0,77.9975564125682
37,5.0,37.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,322.24760937632226,0.0,467.55521706016754,0.0,78.44885949663434
38,5.0,38.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,476.86320870893053,0.0,120.15171666420373,0.0,85.0
39,5.0,39.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,664.0997433076641,0.0,536.1691724728029,0.0,85.0
40,5.0,40.0,dHL60,1.0mgml,20190116,0.0,6.0,66,20xair,collagen,Rio,0,52.17995483758902,0.0,553.4769266400324,0.0,85.0
41,5.0,0.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,176.2847713342763,0.0,47.77620619204777,0.0,2.825628889242902
42,5.0,1.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,180.22538005095845,0.0,97.88471075086782,0.0,7.347848430579093
43,5.0,2.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,429.015401540154,0.0,119.08232489915659,0.0,3.3455994622365197
44,5.0,3.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,410.8834139227876,0.0,204.8123416992862,0.0,3.694569944431022
45,5.0,4.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,302.4591483538598,0.0,302.57989213555504,0.0,3.8299002311275983
46,5.0,5.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,319.43914888383244,0.0,305.24977963634876,0.0,3.505032085692977
47,5.0,6.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,380.02557012458004,0.0,302.4707876193025,0.0,3.4390183414440205
48,5.0,7.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,367.277993622147,0.0,313.72073916252384,0.0,6.736938350396304
49,5.0,8.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,389.12185336180676,0.0,344.4703293858798,0.0,1.137346484526073
50,5.0,9.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,245.67483064095885,0.0,398.19350356088245,0.0,0.16910578001477145
51,5.0,10.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,354.64844730087043,0.0,450.16115646652383,0.0,7.659968571946127
52,5.0,11.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,69.37293729372936,0.0,515.6949028236157,0.0,3.3294651758626976
53,5.0,12.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,233.5594670578169,0.0,545.4223200097787,0.0,4.32141361064704
54,5.0,13.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,422.73054891696063,0.0,555.1382724479345,0.0,3.5388080301681333
55,5.0,14.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,598.7440410707737,0.0,245.2328566189952,0.0,19.43461848028795
56,5.0,15.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,655.2626346972046,0.0,565.3823213646666,0.0,14.653807010750073
57,5.0,16.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,467.20614369129225,0.0,244.11652703731912,0.0,26.18442131606777
58,5.0,17.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,48.900552705873,0.0,121.51576603443476,0.0,29.352392327155616
59,5.0,18.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,619.2504181925042,0.0,163.58786563587867,0.0,29.633449943211478
60,5.0,19.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,390.6990699069907,0.0,242.37623762376236,0.0,31.975783964886418
61,5.0,20.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,665.2798613194653,0.0,369.1835850251692,0.0,26.034924849450647
62,5.0,21.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,455.5986033385947,0.0,211.59420289855075,0.0,35.21949484219653
63,5.0,22.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,220.95709570957095,0.0,305.3186087839553,0.0,35.892034851126255
64,5.0,23.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,422.7005309226575,0.0,637.0497919357153,0.0,38.69413771667577
65,5.0,24.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,450.09750975097506,0.0,338.38133813381336,0.0,41.5458085226541
66,5.0,25.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,537.3051098213269,0.0,387.5497894617048,0.0,43.38265726346134
67,5.0,26.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,160.99357304151468,0.0,177.7106131665798,0.0,51.93033103876882
68,5.0,27.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,244.58539603960395,0.0,323.5664191419142,0.0,57.27211363701287
69,5.0,28.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,226.2834616795013,0.0,497.16721672167216,0.0,52.22119243779232
70,5.0,29.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,399.7437390797903,0.0,561.5608619685498,0.0,48.363804046328696
71,5.0,30.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,596.3077557755776,0.0,539.1501650165017,0.0,48.672488935787385
72,5.0,31.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,552.7968181433528,0.0,352.93221629855293,0.0,59.36671963555554
73,5.0,32.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,656.3504737570531,0.0,494.96433514319176,0.0,60.61391378981499
74,5.0,33.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,309.36407073543177,0.0,350.16994236737105,0.0,71.62801287889478
75,5.0,34.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,28.538147932440303,0.0,590.2931469617549,0.0,70.66623012621793
76,5.0,35.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,366.27062706270624,0.0,289.33993399339937,0.0,74.0291081414084
77,5.0,36.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,219.19368407428976,0.0,412.92952824694237,0.0,76.70078464246997
78,5.0,37.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,322.1122112211221,0.0,467.53188832396756,0.0,78.55293187536229
79,5.0,38.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,487.64528626775717,0.0,118.28574161764001,0.0,85.0
80,5.0,39.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,664.1011270938415,0.0,536.0981381156984,0.0,85.0
81,5.0,40.0,dHL60,1.0mgml,20190116,0.0,5.0,66,20xair,collagen,Rio,0,52.32082841311654,0.0,553.0626457141127,0.0,85.0
82,5.0,0.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,176.31263126312632,0.0,47.87728772877288,0.0,2.867708840881629
83,5.0,1.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,180.24445660646464,0.0,97.96507288919847,0.0,7.617569791889665
84,5.0,2.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,80.93225052842362,0.0,124.08128453294768,0.0,6.826848338347936
85,5.0,3.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,429.91391922697426,0.0,133.76884080160593,0.0,1.5798193644131662
86,5.0,4.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,410.7390514332332,0.0,204.97645270144994,0.0,3.7450504434129672
87,5.0,5.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,460.06600660066005,0.0,230.89691322073384,0.0,12.257427840415172
88,5.0,6.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,319.9200337788348,0.0,295.79057122422427,0.0,6.123017766827808
89,5.0,7.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,380.52805280528054,0.0,302.1024324654687,0.0,4.755703956733597
90,5.0,8.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,369.44645684080604,0.0,312.1092597064585,0.0,7.00879253157269
91,5.0,9.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,392.63908533710514,0.0,353.32390381895334,0.0,1.6784077113675269
92,5.0,10.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,257.14140644833714,0.0,391.8151815181518,0.0,0.7185236090828394
93,5.0,11.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,354.54867520650373,0.0,450.15382894221625,0.0,7.778734260002187
94,5.0,12.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,70.07934836036794,0.0,515.3079137701004,0.0,3.376587443815871
95,5.0,13.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,496.5508315537436,0.0,524.2347764188183,0.0,0.0
96,5.0,14.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,233.5900256692336,0.0,545.5473752503456,0.0,4.4349504639985495
97,5.0,15.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,422.6018206216226,0.0,555.2750879483552,0.0,3.737605218826607
98,5.0,16.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,603.0837458745874,0.0,251.55734323432344,0.0,19.194568511213024
99,5.0,17.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,663.7178003514637,0.0,369.46551798036944,0.0,22.645695995656187
100,5.0,18.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,672.8402251989905,0.0,568.8798291593865,0.0,17.175424272663435
101,5.0,19.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,48.98803133325381,0.0,121.29309316473817,0.0,29.52057118989192
102,5.0,20.0,dHL60,1.0mgml,20190116,0.0,2.0,66,20xair,collagen,Rio,0,396.92469246924696,0.0,252.36273627362735,0.0,31.089228995514475
